state,county,2010_population,2015_population,,FIPS
Florida,Volusia,494593,516730,VolusiaFlorida,12127
Illinois,Wabash,11947,11624,WabashIllinois,17185
Indiana,Wabash,32888,31860,WabashIndiana,18169
Minnesota,Wabasha,21676,21387,WabashaMinnesota,27157
Kansas,Wabaunsee,7053,6887,WabaunseeKansas,20197
Minnesota,Wadena,13843,13667,WadenaMinnesota,27159
Oklahoma,Wagoner,73085,76733,WagonerOklahoma,40145
Washington,Wahkiakum,3978,4023,WahkiakumWashington,53069
North Carolina,Wake,900993,1022319,WakeNorth Carolina,37183
Florida,Wakulla,30776,31523,WakullaFlorida,12129
Maine,Waldo,38786,39120,WaldoMaine,23027
Alabama,Walker,67023,64931,WalkerAlabama,1127
Georgia,Walker,68756,68537,WalkerGeorgia,13295
Texas,Walker,67861,70836,WalkerTexas,48471
Washington,WallaWalla,58781,59932,WallaWallaWashington,53071
Kansas,Wallace,1485,1505,WallaceKansas,20199
Texas,Waller,43205,48641,WallerTexas,48473
Oregon,Wallowa,7008,6813,WallowaOregon,41063
North Dakota,Walsh,11119,10852,WalshNorth Dakota,38099
Mississippi,Walthall,15443,14601,WalthallMississippi,28147
Florida,Walton,55043,63066,WaltonFlorida,12131
Georgia,Walton,83768,88333,WaltonGeorgia,13297
South Dakota,Walworth,5438,5404,WalworthSouth Dakota,46129
Wisconsin,Walworth,102228,102475,WalworthWisconsin,55127
Iowa,Wapello,35625,35456,WapelloIowa,19179
North Dakota,Ward,61675,70703,WardNorth Dakota,38101
Texas,Ward,10658,11631,WardTexas,48475
Georgia,Ware,36312,35327,WareGeorgia,13299
Georgia,Warren,5834,5374,WarrenGeorgia,13301
Illinois,Warren,17707,17455,WarrenIllinois,17187
Indiana,Warren,8508,8270,WarrenIndiana,18171
Iowa,Warren,46225,48468,WarrenIowa,19181
Kentucky,Warren,113792,124122,WarrenKentucky,21227
Mississippi,Warren,48773,47481,WarrenMississippi,28149
Missouri,Warren,32513,33532,WarrenMissouri,29219
New Jersey,Warren,108692,106742,WarrenNew Jersey,34041
New York,Warren,65707,64420,WarrenNew York,36113
North Carolina,Warren,20972,20207,WarrenNorth Carolina,37185
Ohio,Warren,212693,223864,WarrenOhio,39165
Pennsylvania,Warren,41815,40334,WarrenPennsylvania,42123
Tennessee,Warren,39839,40262,WarrenTennessee,47177
Virginia,Warren,37575,38716,WarrenVirginia,51187
Indiana,Warrick,59689,61522,WarrickIndiana,18173
Utah,Wasatch,23530,29118,WasatchUtah,49051
Oregon,Wasco,25213,25457,WascoOregon,41065
Minnesota,Waseca,19136,18926,WasecaMinnesota,27161
Wyoming,Washakie,8533,8278,WashakieWyoming,56043
Wisconsin,Washburn,15911,15522,WashburnWisconsin,55129
Alabama,Washington,17581,16832,WashingtonAlabama,1129
Arkansas,Washington,203065,224434,WashingtonArkansas,5143
Colorado,Washington,4814,4786,WashingtonColorado,8121
Florida,Washington,24896,24552,WashingtonFlorida,12133
Georgia,Washington,21187,20736,WashingtonGeorgia,13303
Idaho,Washington,10198,9891,WashingtonIdaho,16087
Illinois,Washington,14716,14262,WashingtonIllinois,17189
Indiana,Washington,28262,27774,WashingtonIndiana,18175
Iowa,Washington,21704,22145,WashingtonIowa,19183
Kansas,Washington,5799,5568,WashingtonKansas,20201
Kentucky,Washington,11717,12007,WashingtonKentucky,21229
Louisiana,Washington,47168,46358,WashingtonLouisiana,22117
Maine,Washington,32856,31776,WashingtonMaine,23029
Maryland,Washington,147430,149068,WashingtonMaryland,24043
Minnesota,Washington,238136,250386,WashingtonMinnesota,27163
Mississippi,Washington,51137,47959,WashingtonMississippi,28151
Missouri,Washington,25195,24793,WashingtonMissouri,29221
Nebraska,Washington,20234,19917,WashingtonNebraska,31177
New York,Washington,63216,62246,WashingtonNew York,36115
North Carolina,Washington,13228,12247,WashingtonNorth Carolina,37187
Ohio,Washington,61778,61020,WashingtonOhio,39167
Oklahoma,Washington,50976,52091,WashingtonOklahoma,40147
Oregon,Washington,529710,572664,WashingtonOregon,41067
Pennsylvania,Washington,207820,207718,WashingtonPennsylvania,42125
Rhode Island,Washington,126979,126185,WashingtonRhode Island,44009
Tennessee,Washington,122979,126137,WashingtonTennessee,47179
Texas,Washington,33718,34836,WashingtonTexas,48477
Utah,Washington,138115,154650,WashingtonUtah,49053
Vermont,Washington,59534,58652,WashingtonVermont,50023
Virginia,Washington,54876,54268,WashingtonVirginia,51191
Wisconsin,Washington,131887,133906,WashingtonWisconsin,55131
Oklahoma,Washita,11629,11687,WashitaOklahoma,40149
Nevada,Washoe,421407,442453,WashoeNevada,32031
Michigan,Washtenaw,344791,362975,WashtenawMichigan,26161
North Carolina,Watauga,51079,53093,WataugaNorth Carolina,37189
Minnesota,Watonwan,11211,11018,WatonwanMinnesota,27165
Wisconsin,Waukesha,389891,396237,WaukeshaWisconsin,55133
Wisconsin,Waupaca,52410,51680,WaupacaWisconsin,55135
Wisconsin,Waushara,24496,23959,WausharaWisconsin,55137
Georgia,Wayne,30099,29430,WayneGeorgia,13305
Illinois,Wayne,16760,16517,WayneIllinois,17191
Indiana,Wayne,68917,66972,WayneIndiana,18177
Iowa,Wayne,6403,6359,WayneIowa,19185
Kentucky,Wayne,20813,20609,WayneKentucky,21231
Michigan,Wayne,1820584,1764872,WayneMichigan,26163
Mississippi,Wayne,20747,20497,WayneMississippi,28153
Missouri,Wayne,13521,13431,WayneMissouri,29223
Nebraska,Wayne,9595,9366,WayneNebraska,31179
New York,Wayne,93772,91291,WayneNew York,36117
North Carolina,Wayne,122623,124342,WayneNorth Carolina,37191
Ohio,Wayne,114520,116214,WayneOhio,39169
Pennsylvania,Wayne,52822,51823,WaynePennsylvania,42127
Tennessee,Wayne,17021,16767,WayneTennessee,47181
Utah,Wayne,2778,2690,WayneUtah,49055
West Virginia,Wayne,42481,41211,WayneWest Virginia,54099
Virginia,WaynesboroCity,21006,21542,WaynesboroCityVirginia,51820
Tennessee,Weakley,35021,33872,WeakleyTennessee,47183
Texas,Webb,250304,269865,WebbTexas,48479
Utah,Weber,231236,242872,WeberUtah,49057
Georgia,Webster,2799,2631,WebsterGeorgia,13307
Iowa,Webster,38013,37066,WebsterIowa,19187
Kentucky,Webster,13621,13155,WebsterKentucky,21233
Louisiana,Webster,41207,40061,WebsterLouisiana,22119
Mississippi,Webster,10253,9873,WebsterMississippi,28155
Missouri,Webster,36202,37604,WebsterMissouri,29225
Nebraska,Webster,3812,3592,WebsterNebraska,31181
West Virginia,Webster,9154,8635,WebsterWest Virginia,54101
Colorado,Weld,252825,285819,WeldColorado,8123
Indiana,Wells,27636,27851,WellsIndiana,18179
North Dakota,Wells,4207,4095,WellsNorth Dakota,38103
Louisiana,WestBatonRouge,23788,25554,WestBatonRougeLouisiana,22121
Louisiana,WestCarroll,11604,11287,WestCarrollLouisiana,22123
Louisiana,WestFeliciana,15625,15383,WestFelicianaLouisiana,22125
New York,Westchester,949113,968773,WestchesterNew York,36119
Pennsylvania,Westmoreland,365169,356923,WestmorelandPennsylvania,42129
Virginia,Westmoreland,17454,17549,WestmorelandVirginia,51193
Wyoming,Weston,7208,7208,WestonWyoming,56045
West Virginia,Wetzel,16583,15777,WetzelWest Virginia,54103
Michigan,Wexford,32735,32889,WexfordMichigan,26165
Texas,Wharton,41280,41383,WhartonTexas,48481
Washington,Whatcom,201140,211836,WhatcomWashington,53073
Montana,Wheatland,2168,2111,WheatlandMontana,30107
Georgia,Wheeler,7421,7911,WheelerGeorgia,13309
Nebraska,Wheeler,818,779,WheelerNebraska,31183
Oregon,Wheeler,1441,1326,WheelerOregon,41069
Texas,Wheeler,5410,5658,WheelerTexas,48483
Arkansas,White,77076,78915,WhiteArkansas,5145
Georgia,White,27144,28387,WhiteGeorgia,13311
Illinois,White,14665,14204,WhiteIllinois,17193
Indiana,White,24643,24274,WhiteIndiana,18181
Nevada,WhitePine,10030,9873,WhitePineNevada,32033
Tennessee,White,25841,26342,WhiteTennessee,47185
Illinois,Whiteside,58498,56919,WhitesideIllinois,17195
Georgia,Whitfield,102599,103669,WhitfieldGeorgia,13313
Indiana,Whitley,33292,33444,WhitleyIndiana,18183
Kentucky,Whitley,35637,36109,WhitleyKentucky,21235
Washington,Whitman,44776,48164,WhitmanWashington,53075
Montana,Wibaux,1017,1072,WibauxMontana,30109
Kansas,Wichita,2234,2167,WichitaKansas,20203
Texas,Wichita,131500,130961,WichitaTexas,48485
Maryland,Wicomico,98733,101747,WicomicoMaryland,24045
Texas,Wilbarger,13535,13055,WilbargerTexas,48487
Alabama,Wilcox,11670,10896,WilcoxAlabama,1131
Georgia,Wilcox,9255,9024,WilcoxGeorgia,13315
Georgia,Wilkes,10593,9911,WilkesGeorgia,13317
North Carolina,Wilkes,69340,68298,WilkesNorth Carolina,37193
Minnesota,Wilkin,6576,6357,WilkinMinnesota,27167
Georgia,Wilkinson,9563,9080,WilkinsonGeorgia,13319
Mississippi,Wilkinson,9878,9089,WilkinsonMississippi,28157
Illinois,Will,677560,685877,WillIllinois,17197
Texas,Willacy,22134,21863,WillacyTexas,48489
North Dakota,Williams,22398,35301,WilliamsNorth Dakota,38105
Ohio,Williams,37642,37007,WilliamsOhio,39171
Virginia,WilliamsburgCity,14068,14800,WilliamsburgCityVirginia,51830
South Carolina,Williamsburg,34423,32519,WilliamsburgSouth Carolina,45089
Illinois,Williamson,66357,67428,WilliamsonIllinois,17199
Tennessee,Williamson,183182,211605,WilliamsonTennessee,47187
Texas,Williamson,422679,507133,WilliamsonTexas,48491
Kansas,Wilson,9409,8845,WilsonKansas,20205
North Carolina,Wilson,81234,81240,WilsonNorth Carolina,37195
Tennessee,Wilson,113993,128536,WilsonTennessee,47189
Texas,Wilson,42918,47178,WilsonTexas,48493
Virginia,WinchesterCity,26203,27480,WinchesterCityVirginia,51840
Connecticut,Windham,118428,116487,WindhamConnecticut,9015
Vermont,Windham,44513,43246,WindhamVermont,50025
Vermont,Windsor,56670,55541,WindsorVermont,50027
Texas,Winkler,7110,8027,WinklerTexas,48495
Louisiana,Winn,15313,14642,WinnLouisiana,22127
Illinois,Winnebago,295266,287148,WinnebagoIllinois,17201
Iowa,Winnebago,10866,10603,WinnebagoIowa,19189
Wisconsin,Winnebago,166994,169246,WinnebagoWisconsin,55139
Iowa,Winneshiek,21056,20745,WinneshiekIowa,19191
Minnesota,Winona,51461,50827,WinonaMinnesota,27169
Alabama,Winston,24484,23930,WinstonAlabama,1133
Mississippi,Winston,19198,18447,WinstonMississippi,28159
West Virginia,Wirt,5717,5804,WirtWest Virginia,54105
Texas,Wise,59127,62857,WiseTexas,48497
Virginia,Wise,41452,39572,WiseVirginia,51195
Kentucky,Wolfe,7355,7241,WolfeKentucky,21237
Ohio,Wood,125488,129285,WoodOhio,39173
Texas,Wood,41964,43117,WoodTexas,48499
West Virginia,Wood,86956,86335,WoodWest Virginia,54107
Wisconsin,Wood,74749,73350,WoodWisconsin,55141
Iowa,Woodbury,102172,102492,WoodburyIowa,19193
Illinois,Woodford,38664,38930,WoodfordIllinois,17203
Kentucky,Woodford,24939,25860,WoodfordKentucky,21239
Arkansas,Woodruff,7260,6706,WoodruffArkansas,5147
Oklahoma,Woods,8878,9303,WoodsOklahoma,40151
Kansas,Woodson,3309,3144,WoodsonKansas,20207
Oklahoma,Woodward,20081,21608,WoodwardOklahoma,40153
Maryland,Worcester,51454,51456,WorcesterMaryland,24047
Massachusetts,Worcester,798552,818117,WorcesterMassachusetts,25027
Georgia,Worth,21679,20688,WorthGeorgia,13321
Iowa,Worth,7598,7503,WorthIowa,19195
Missouri,Worth,2171,2042,WorthMissouri,29227
Alaska,Wrangell,2369,2453,WrangellAlaska,2275
Iowa,Wright,13229,12841,WrightIowa,19197
Minnesota,Wright,124700,130973,WrightMinnesota,27171
Missouri,Wright,18815,18146,WrightMissouri,29229
Ohio,Wyandot,22615,22176,WyandotOhio,39175
Kansas,Wyandotte,157505,163682,WyandotteKansas,20209
New York,Wyoming,42155,40930,WyomingNew York,36121
Pennsylvania,Wyoming,28276,27812,WyomingPennsylvania,42131
West Virginia,Wyoming,23796,22177,WyomingWest Virginia,54109
Virginia,Wythe,29235,29097,WytheVirginia,51197
North Carolina,Yadkin,38406,37619,YadkinNorth Carolina,37197
Washington,Yakima,243231,247800,YakimaWashington,53077
Alaska,Yakutat,662,635,YakutatAlaska,2282
Mississippi,Yalobusha,12678,12458,YalobushaMississippi,28161
Oregon,Yamhill,99193,101381,YamhillOregon,41071
North Carolina,Yancey,17818,17550,YanceyNorth Carolina,37199
South Dakota,Yankton,22438,22682,YanktonSouth Dakota,46135
New York,Yates,25348,25128,YatesNew York,36123
Arizona,Yavapai,211033,220805,YavapaiArizona,4025
Mississippi,Yazoo,28065,27411,YazooMississippi,28163
Arkansas,Yell,22185,21506,YellArkansas,5149
Minnesota,YellowMedicine,10438,9837,YellowMedicineMinnesota,27173
Montana,Yellowstone,147972,156529,YellowstoneMontana,30111
Texas,Yoakum,7879,8644,YoakumTexas,48501
California,Yolo,200849,212037,YoloCalifornia,6113
Maine,York,197131,201223,YorkMaine,23031
Nebraska,York,13665,13797,YorkNebraska,31185
Pennsylvania,York,434972,441741,YorkPennsylvania,42133
South Carolina,York,226073,250566,YorkSouth Carolina,45091
Virginia,York,65464,67802,YorkVirginia,51199
Texas,Young,18550,18163,YoungTexas,48503
California,Yuba,72155,74045,YubaCalifornia,6115
Alaska,Yukon-Koyukuk,5588,5465,Yukon-KoyukukAlaska,2290
Arizona,Yuma,195751,205186,YumaArizona,4027
Colorado,Yuma,10043,10037,YumaColorado,8125
Texas,Zapata,14018,14493,ZapataTexas,48505
Texas,Zavala,11677,12310,ZavalaTexas,48507
South Dakota,Ziebach,2801,2837,ZiebachSouth Dakota,46137
