state,county,FIPS,SVI_sum_of_indicators,SVI_ranking,percent_uninsured
OKLAHOMA,Muskogee,40101,10.2318,0.9058,19.7
GEORGIA,Upson,13293,10.2359,0.9061,16.2
SOUTH CAROLINA,Newberry,45071,10.2385,0.9064,11.2
NORTH CAROLINA,Hoke,37093,10.2391,0.9067,14.7
GEORGIA,Calhoun,13037,10.2455,0.9074,19.7
IDAHO,Clark,16033,10.2455,0.907,33.4
WASHINGTON,Okanogan,53047,10.2506,0.9077,16.9
COLORADO,Crowley,8025,10.2544,0.908,10.4
SOUTH CAROLINA,Chesterfield,45025,10.2563,0.9083,14.6
NORTH CAROLINA,Caswell,37033,10.2569,0.9086,12.9
FLORIDA,Bradford,12007,10.2572,0.9089,15.8
ALABAMA,Tallapoosa,1123,10.2585,0.9093,10.7
MISSISSIPPI,Neshoba,28099,10.2607,0.9096,15.5
OKLAHOMA,Latimer,40077,10.2662,0.9099,20.5
ARIZONA,Mohave,4015,10.2757,0.9102,14
CALIFORNIA,San Bernardino,6071,10.2808,0.9105,14.1
LOUISIANA,Acadia,22001,10.2837,0.9109,15.6
TEXAS,Crosby,48107,10.2849,0.9112,21.7
ARIZONA,Gila,4007,10.2878,0.9115,14
TEXAS,Jim Wells,48249,10.2881,0.9118,21
ARKANSAS,Monroe,5095,10.3005,0.9121,14.2
KENTUCKY,Clay,21051,10.3053,0.9124,10.2
TEXAS,Shelby,48419,10.3056,0.9128,24.8
SOUTH DAKOTA,Mellette,46095,10.3098,0.9131,25.6
VIRGINIA,Lunenburg,51111,10.313,0.9134,16.2
WASHINGTON,Grant,53025,10.313,0.9137,17.2
SOUTH CAROLINA,Marion,45067,10.3219,0.914,14.5
NORTH CAROLINA,Warren,37185,10.3321,0.9144,16.2
TEXAS,Milam,48331,10.3324,0.9147,14.5
ARIZONA,Santa Cruz,4023,10.3333,0.915,15.5
ALABAMA,Pike,1109,10.3343,0.9153,10.6
IDAHO,Owyhee,16073,10.3372,0.9156,26.1
GEORGIA,Early,13099,10.3381,0.916,18.4
ARKANSAS,Lee,5077,10.3407,0.9163,14.3
ALABAMA,Butler,1013,10.3426,0.9166,11.8
ARIZONA,La Paz,4012,10.3486,0.9169,12.2
GEORGIA,Bibb,13021,10.3496,0.9172,15.5
SOUTH DAKOTA,Jackson,46071,10.3531,0.9175,23.6
FLORIDA,Calhoun,12013,10.3629,0.9179,19.2
NORTH CAROLINA,Chowan,37041,10.3633,0.9182,14.6
VIRGINIA,Martinsville City,51690,10.3709,0.9185,16.7
GEORGIA,Wayne,13305,10.3731,0.9188,20.1
PENNSYLVANIA,Philadelphia,42101,10.3779,0.9191,12
ALABAMA,Franklin,1059,10.3782,0.9195,14.1
GEORGIA,Clayton,13063,10.3785,0.9198,22.7
TEXAS,Bee,48025,10.3824,0.9201,22.7
ARKANSAS,Mississippi,5093,10.3836,0.9204,13.8
GEORGIA,Tattnall,13267,10.3894,0.9207,15.6
UTAH,San Juan,49037,10.412,0.921,23.8
ALASKA,Nome,2180,10.4126,0.9214,26.8
ARKANSAS,Crittenden,5035,10.4164,0.9217,11.5
OREGON,Jefferson,41031,10.4215,0.922,16
COLORADO,Rio Grande,8105,10.4244,0.9223,14.1
KANSAS,Wyandotte,20209,10.4266,0.9226,21
GEORGIA,Meriwether,13199,10.433,0.923,16.7
LOUISIANA,Concordia,22029,10.4349,0.9233,26.4
ARKANSAS,Columbia,5027,10.4355,0.9236,11.6
ARKANSAS,Scott,5127,10.4384,0.9239,10.4
NEW MEXICO,Valencia,35061,10.4438,0.9242,12.2
TEXAS,Cochran,48079,10.4464,0.9245,27.8
TEXAS,Potter,48375,10.4486,0.9249,22.7
MONTANA,Blaine,30005,10.4502,0.9255,28.8
NORTH CAROLINA,Bertie,37015,10.4502,0.9252,13.6
LOUISIANA,Tensas,22107,10.4575,0.9258,28.1
GEORGIA,Ben Hill,13017,10.4578,0.9265,19.5
WASHINGTON,Yakima,53077,10.4578,0.9261,18.3
TEXAS,Cherokee,48073,10.4591,0.9268,20
TENNESSEE,Lake,47095,10.4613,0.9271,13
GEORGIA,Taylor,13269,10.462,0.9274,20
FLORIDA,Polk,12105,10.4645,0.9277,15.7
NORTH CAROLINA,Wilson,37195,10.4696,0.928,15.1
GEORGIA,Chattooga,13055,10.4849,0.9284,16.9
LOUISIANA,Morehouse,22067,10.4903,0.9287,15.9
OKLAHOMA,Choctaw,40023,10.5002,0.929,26.1
ARKANSAS,Woodruff,5147,10.5033,0.9293,16.3
VIRGINIA,Hopewell City,51670,10.5103,0.9296,10.9
GEORGIA,Richmond,13245,10.5154,0.93,15.2
ARIZONA,Cochise,4003,10.5183,0.9303,10.1
TEXAS,Menard,48327,10.5224,0.9306,30.2
MISSISSIPPI,Simpson,28127,10.5231,0.9309,16.2
OKLAHOMA,Okfuskee,40107,10.525,0.9312,21.6
KENTUCKY,Carroll,21041,10.5269,0.9316,11.9
NEW MEXICO,Roosevelt,35041,10.5275,0.9319,14.5
TEXAS,Uvalde,48463,10.5326,0.9322,22.4
MISSISSIPPI,Kemper,28069,10.5374,0.9325,13.8
NORTH CAROLINA,Columbus,37047,10.5441,0.9328,15.8
GEORGIA,Randolph,13243,10.5683,0.9331,19.9
SOUTH CAROLINA,Orangeburg,45075,10.5705,0.9335,15.7
NORTH CAROLINA,Washington,37187,10.5708,0.9338,15.3
MISSISSIPPI,Humphreys,28053,10.5801,0.9341,18.5
LOUISIANA,Jackson,22049,10.5804,0.9344,13.3
MISSISSIPPI,Newton,28101,10.5807,0.9347,13
MISSISSIPPI,Marion,28091,10.5836,0.9351,17.5
LOUISIANA,Iberia,22045,10.5896,0.9354,15.3
TEXAS,Liberty,48291,10.5918,0.9357,21
LOUISIANA,Avoyelles,22009,10.5928,0.936,16.5
ALABAMA,Bullock,1011,10.6004,0.9363,16.7
NEW MEXICO,San Miguel,35047,10.6024,0.9366,15.5
MISSISSIPPI,Lauderdale,28075,10.6059,0.937,14.6
ALASKA,Northwest Arctic,2188,10.6081,0.9373,31.1
CALIFORNIA,Tulare,6107,10.6148,0.9376,14.9
NEW MEXICO,Colfax,35007,10.6224,0.9379,11.3
ALABAMA,Pickens,1107,10.6224,0.9379,11.1
SOUTH CAROLINA,Greenwood,45047,10.6266,0.9386,16.2
WEST VIRGINIA,McDowell,54047,10.6316,0.9389,14.6
MISSISSIPPI,Issaquena,28055,10.6348,0.9392,13.8
NEW MEXICO,Hidalgo,35023,10.6361,0.9395,14.3
TEXAS,Polk,48373,10.6418,0.9398,19.4
MISSOURI,Mississippi,29133,10.6466,0.9401,17.6
MISSOURI,Pemiscot,29155,10.6501,0.9405,16
ARKANSAS,Jefferson,5069,10.6568,0.9408,10.5
ARKANSAS,Desha,5041,10.6574,0.9411,11.5
GEORGIA,Dougherty,13095,10.6593,0.9414,19.5
COLORADO,Prowers,8099,10.6702,0.9417,12.7
GEORGIA,Terrell,13273,10.673,0.9421,18.4
COLORADO,Otero,8089,10.687,0.9424,12.6
CALIFORNIA,Lake,6033,10.6909,0.9427,14.6
LOUISIANA,Natchitoches,22069,10.6944,0.943,16
GEORGIA,Appling,13001,10.6947,0.9433,18.5
TEXAS,Hall,48191,10.6972,0.9436,24.6
ARKANSAS,Lincoln,5079,10.6988,0.944,12.7
MISSISSIPPI,Sunflower,28133,10.7087,0.9443,19.3
GEORGIA,Warren,13301,10.7116,0.9446,17.1
FLORIDA,Lafayette,12067,10.7125,0.9449,22.8
MISSISSIPPI,Winston,28159,10.7195,0.9452,12.7
SOUTH DAKOTA,Ziebach,46137,10.723,0.9456,24.6
CALIFORNIA,Madera,6039,10.7294,0.9459,14.3
MISSISSIPPI,Forrest,28035,10.7424,0.9462,16.2
GEORGIA,Washington,13303,10.7463,0.9465,14.3
LOUISIANA,St. Helena,22091,10.7466,0.9468,20.6
NEW MEXICO,Otero,35035,10.7507,0.9472,14
GEORGIA,Coffee,13069,10.7533,0.9475,22.2
TEXAS,Webb,48479,10.7596,0.9478,30.2
GEORGIA,Lanier,13173,10.766,0.9481,21.6
GEORGIA,McDuffie,13189,10.7666,0.9484,16.6
TEXAS,Limestone,48293,10.7717,0.9487,24
CALIFORNIA,Tehama,6103,10.7765,0.9491,10.8
GEORGIA,Marion,13197,10.7806,0.9494,16.3
TEXAS,Hudspeth,48229,10.7845,0.9497,27.9
LOUISIANA,St. Mary,22101,10.7857,0.95,16.4
MISSOURI,Dunklin,29069,10.7905,0.9503,16.8
NORTH CAROLINA,Montgomery,37123,10.7931,0.9507,17.2
CALIFORNIA,Yuba,6115,10.7937,0.9513,12.2
NORTH CAROLINA,Northampton,37131,10.7937,0.951,15.4
FLORIDA,Putnam,12107,10.7997,0.9516,19.2
TEXAS,Haskell,48207,10.8007,0.9519,19.4
OKLAHOMA,Ottawa,40115,10.8118,0.9522,17.8
TEXAS,Culberson,48109,10.8138,0.9526,20.2
GEORGIA,Dooly,13093,10.8141,0.9529,17.6
LOUISIANA,Madison,22065,10.8153,0.9532,29.1
GEORGIA,Dodge,13091,10.8176,0.9535,14.8
FLORIDA,Glades,12043,10.8192,0.9538,23.4
MISSISSIPPI,Washington,28151,10.823,0.9542,20.2
MISSISSIPPI,Calhoun,28013,10.8373,0.9545,14.7
CALIFORNIA,Glenn,6021,10.8373,0.9548,14.5
VIRGINIA,Danville City,51590,10.8389,0.9551,11.8
TEXAS,Falls,48145,10.844,0.9554,18.9
TEXAS,Nacogdoches,48347,10.8513,0.9557,21.1
KENTUCKY,Bell,21013,10.8583,0.9561,11.1
MISSISSIPPI,Wilkinson,28157,10.8653,0.9564,16.6
TEXAS,El Paso,48141,10.8711,0.9567,23.8
SOUTH CAROLINA,Jasper,45053,10.8876,0.957,20.4
NORTH CAROLINA,Tyrrell,37177,10.8905,0.9573,16.8
NORTH CAROLINA,Sampson,37163,10.8937,0.9577,17.7
OREGON,Umatilla,41059,10.908,0.958,13.1
GEORGIA,Ware,13299,10.9131,0.9583,18.1
ALABAMA,Dallas,1047,10.9144,0.9586,12.5
NEW MEXICO,Chaves,35005,10.9274,0.9589,14.8
MISSISSIPPI,Holmes,28051,10.9284,0.9592,19.2
CALIFORNIA,Kern,6029,10.9312,0.9596,13.3
GEORGIA,Grady,13131,10.9316,0.9599,21
SOUTH CAROLINA,Sumter,45085,10.9319,0.9602,13.3
NEW JERSEY,Cumberland,34011,10.9344,0.9605,12.5
NORTH CAROLINA,Halifax,37083,10.9351,0.9608,12.7
GEORGIA,Decatur,13087,10.9357,0.9615,19.3
NORTH CAROLINA,Bladen,37017,10.9357,0.9612,14.3
MISSISSIPPI,Attala,28007,10.9395,0.9618,12.3
NORTH CAROLINA,Wayne,37191,10.9405,0.9621,14.6
NORTH CAROLINA,Richmond,37153,10.9408,0.9624,14.9
ALASKA,Bethel,2050,10.9411,0.9628,25.1
TEXAS,La Salle,48283,10.9433,0.9631,25.4
TEXAS,Gonzales,48177,10.9494,0.9634,22.6
NORTH CAROLINA,Anson,37007,10.9577,0.9637,16.4
FLORIDA,Suwannee,12121,10.9669,0.9643,15.9
MISSISSIPPI,Coahoma,28027,10.9669,0.964,16.1
NEW MEXICO,Doña Ana,35013,10.971,0.9647,15.5
GEORGIA,Clay,13061,10.9838,0.965,25.6
ARIZONA,Graham,4009,10.9876,0.9653,11.3
NORTH CAROLINA,Hertford,37091,11,0.9656,13.1
VIRGINIA,Petersburg City,51730,11.0064,0.9659,14.5
SOUTH CAROLINA,Lee,45061,11.0156,0.9663,13.1
CALIFORNIA,Fresno,6019,11.0201,0.9666,14.2
TEXAS,Angelina,48005,11.0242,0.9669,18.9
FLORIDA,Jackson,12063,11.0264,0.9672,12.5
TEXAS,Val Verde,48465,11.0274,0.9675,22.8
TENNESSEE,Lauderdale,47097,11.0274,0.9678,13.5
SOUTH DAKOTA,Buffalo,46017,11.0306,0.9682,46.6
GEORGIA,Jefferson,13163,11.0309,0.9685,20.7
LOUISIANA,Claiborne,22027,11.035,0.9688,15.6
SOUTH CAROLINA,Williamsburg,45089,11.0439,0.9691,14.5
MISSISSIPPI,Leflore,28083,11.0449,0.9694,16.4
FLORIDA,Okeechobee,12093,11.0471,0.9698,20.4
MISSISSIPPI,Quitman,28119,11.0513,0.9701,22.2
VIRGINIA,Nottoway,51135,11.0525,0.9704,10.9
GEORGIA,Candler,13043,11.057,0.9707,21.3
MISSISSIPPI,Copiah,28029,11.1219,0.971,17.8
SOUTH DAKOTA,Todd,46121,11.1299,0.9713,30.4
MISSISSIPPI,Sharkey,28125,11.1522,0.9717,21.2
MISSISSIPPI,Noxubee,28103,11.1538,0.972,16
LOUISIANA,Franklin,22041,11.1544,0.9723,19.7
MISSISSIPPI,Chickasaw,28017,11.1589,0.9726,15.1
GEORGIA,Evans,13109,11.1808,0.9729,17
CALIFORNIA,Del Norte,6015,11.1939,0.9733,10.8
TEXAS,Hidalgo,48215,11.1945,0.9736,32.9
GEORGIA,Toombs,13279,11.2041,0.9739,22.4
CALIFORNIA,Kings,6031,11.2044,0.9742,12.7
MISSISSIPPI,Jefferson,28063,11.205,0.9745,11.2
ALABAMA,Sumter,1119,11.2184,0.9748,18.2
ARKANSAS,Hempstead,5057,11.2257,0.9752,14.6
GEORGIA,Clinch,13065,11.2486,0.9755,20.7
TEXAS,Maverick,48323,11.2525,0.9758,31.1
SOUTH CAROLINA,Clarendon,45027,11.2821,0.9761,15.3
LOUISIANA,East Carroll,22035,11.2837,0.9764,19.8
SOUTH CAROLINA,Marlboro,45069,11.2843,0.9768,13
ARKANSAS,St. Francis,5123,11.29,0.9771,14.7
SOUTH CAROLINA,Dillon,45033,11.2907,0.9774,16.6
VIRGINIA,Galax City,51640,11.2945,0.9777,12.3
FLORIDA,Madison,12079,11.3098,0.978,17
MISSISSIPPI,Tunica,28143,11.327,0.9784,15.9
ARKANSAS,Phillips,5107,11.3298,0.9787,15.4
TEXAS,Cameron,48061,11.3343,0.979,30.5
ALABAMA,Hale,1065,11.3349,0.9793,11.1
TEXAS,Zapata,48505,11.3356,0.9796,30.1
TEXAS,Dimmit,48127,11.3387,0.9799,28.6
TEXAS,Starr,48427,11.3403,0.9803,35.1
CALIFORNIA,Merced,6047,11.3696,0.9806,13
NORTH CAROLINA,Duplin,37061,11.3731,0.9809,21
GEORGIA,Stewart,13259,11.3754,0.9812,22.2
MISSISSIPPI,Pike,28113,11.391,0.9815,15.5
TEXAS,Navarro,48349,11.4024,0.9819,20.7
TEXAS,Presidio,48377,11.4161,0.9822,35.9
NORTH CAROLINA,Lenoir,37107,11.4238,0.9825,16.3
MISSISSIPPI,Adams,28001,11.4244,0.9828,16.4
GEORGIA,Crisp,13081,11.4435,0.9831,18.1
COLORADO,Alamosa,8003,11.4514,0.9834,13.1
TEXAS,Frio,48163,11.4521,0.9838,24.6
NEW MEXICO,McKinley,35031,11.461,0.9841,27.1
FLORIDA,Hamilton,12047,11.4645,0.9844,13.1
ALABAMA,Barbour,1005,11.4737,0.9847,13
TEXAS,Kleberg,48273,11.4935,0.985,20.7
MISSISSIPPI,Tallahatchie,28135,11.4989,0.9854,12.9
GEORGIA,Sumter,13261,11.5011,0.9857,14.8
NORTH CAROLINA,Greene,37079,11.5033,0.986,16.3
NEW MEXICO,Socorro,35053,11.5043,0.9863,15.2
GEORGIA,Macon,13193,11.5068,0.9866,20.4
NORTH CAROLINA,Edgecombe,37065,11.511,0.9869,14.6
MISSISSIPPI,Claiborne,28021,11.5177,0.9873,15.7
FLORIDA,Gadsden,12039,11.5371,0.9876,15.8
SOUTH CAROLINA,Bamberg,45009,11.5603,0.9879,16.5
ALABAMA,Greene,1063,11.5727,0.9882,14
ARIZONA,Apache,4001,11.5801,0.9885,23.6
GEORGIA,Colquitt,13071,11.5801,0.9889,26.7
GEORGIA,Emanuel,13107,11.5804,0.9892,22.3
MISSISSIPPI,Bolivar,28011,11.6001,0.9895,17.8
ARIZONA,Yuma,4027,11.6511,0.9898,18
FLORIDA,DeSoto,12027,11.6667,0.9901,24.4
NEW YORK,Bronx,36005,11.6915,0.9904,12.3
SOUTH DAKOTA,Oglala Lakota,46102,11.7049,0.9908,33.8
MISSISSIPPI,Leake,28079,11.7147,0.9911,17.1
MISSISSIPPI,Yazoo,28163,11.7208,0.9914,16.8
SOUTH CAROLINA,Barnwell,45011,11.7227,0.9917,14.3
MISSISSIPPI,Scott,28123,11.7564,0.992,18.4
ARKANSAS,Bradley,5011,11.766,0.9924,14.3
LOUISIANA,Washington,22117,11.8023,0.9927,16.1
NORTH CAROLINA,Vance,37181,11.8055,0.993,14.7
NORTH CAROLINA,Scotland,37165,11.8061,0.9933,13.5
GEORGIA,Mitchell,13205,11.8118,0.9936,21.4
NORTH CAROLINA,Robeson,37155,11.8128,0.994,17.9
TEXAS,Jim Hogg,48247,11.8733,0.9943,21.9
ARIZONA,Navajo,4017,11.8962,0.9946,16.8
TEXAS,Willacy,48489,11.9112,0.9952,29.8
FLORIDA,Hardee,12049,11.9112,0.9949,20.8
FLORIDA,Hendry,12051,11.9691,0.9955,29.8
ILLINOIS,Alexander,17003,11.9984,0.9959,12.3
LOUISIANA,Evangeline,22039,11.999,0.9962,14.3
CALIFORNIA,Imperial,6025,12.0372,0.9965,14.8
SOUTH CAROLINA,Allendale,45005,12.0602,0.9968,16.8
OREGON,Malheur,41045,12.0796,0.9971,14.5
ARKANSAS,Chicot,5017,12.0825,0.9975,12.8
VIRGINIA,Emporia City,51595,12.106,0.9978,22
TEXAS,Duval,48131,12.1458,0.9981,27.7
GEORGIA,Turner,13287,12.1633,0.9984,21.9
TEXAS,Zavala,48507,12.2951,0.9987,21.7
TEXAS,Brooks,48047,12.3448,0.999,23.5
NEW MEXICO,Cibola,35006,12.3728,0.9994,19
NEW MEXICO,Luna,35029,12.468,0.9997,16.7
ALABAMA,Perry,1105,12.5072,1,15.4
